	Time	0		271068777	23.875		276041320	24.375		268834154	23.75		275694697	24.5		282142554	24.1875		277715048	24.1875		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.125	
	Time	1.2074192289360434e-06		271068777	23.875		276041320	24.375		268834154	23.75		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	1.0129703992120382		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.125	
	Time	2.2928317633361717		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	3.041820474268236		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	4.0549245951598785		271068777	23.875		276041320	24.375		268834154	23.75		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	5.068876324350235		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	6.296926121941494		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	7.096697980078186		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	8.112867134682483		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	9.126787772827694		271068777	23.875		276041320	24.375		268834154	23.75		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	10.301728028214972		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	10.301728028214972		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	12.165563135800554		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.1875		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	13.182558165157443		271068777	23.875		276041320	24.375		268834154	23.75		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	14.307537525834999		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.1875		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	15.643673379816962		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	16.219430031715884		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	17.23658021444369		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	18.30839932130965		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	19.648431215288582		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.3125		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	20.27949400682373		271068777	23.875		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.3125		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	21.292460481923275		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	22.316284976293833		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.1875		277715048	24.25		282563944	24.0		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
	Time	23.653473699843428		271068777	23.9375		276041320	24.375		268834154	23.8125		275694697	24.5		282142554	24.25		277715048	24.25		282563944	24.0625		687351384	24.25		672523402	24.1875		677107868	23.9375		675805548	24.1875	
